State,Year,Industry,Count
New Mexico,2016,Depository Institution,4918
New Mexico,2016,Insurance Company,1
New Mexico,2016,Loan or Finance Company,5
New Mexico,2016,Money Services Business (MSB),6018
New Mexico,2016,Other,9
New Mexico,2016,Securities/Futures,32
New Mexico,2016,[Total],11234
New York,2016,Casino/Card Club - Other Casino/Card Club,1
New York,2016,Casino/Card Club - State Licensed Casino,72
New York,2016,Casino/Card Club - Tribal Authorized Casino,224
New York,2016,Depository Institution,102277
New York,2016,Insurance Company,723
New York,2016,Loan or Finance Company,22
New York,2016,Money Services Business (MSB),109980
New York,2016,Other,4160
New York,2016,Securities/Futures,2968
New York,2016,[Total],220427
North Carolina,2016,Casino/Card Club - Tribal Authorized Casino,1245
North Carolina,2016,Depository Institution,48318
North Carolina,2016,Housing Government Sponsored Enterprise GSE,1
North Carolina,2016,Insurance Company,2
North Carolina,2016,Loan or Finance Company,7
North Carolina,2016,Money Services Business (MSB),65844
North Carolina,2016,Other,272
North Carolina,2016,Securities/Futures,204
North Carolina,2016,[Total],115893
North Dakota,2016,Casino/Card Club - Tribal Authorized Casino,22
North Dakota,2016,Depository Institution,1378
North Dakota,2016,Money Services Business (MSB),2995
North Dakota,2016,Other,17
North Dakota,2016,Securities/Futures,6
North Dakota,2016,[Total],4418
Northern Mariana Islands,2016,Casino/Card Club - State Licensed Casino,59
Northern Mariana Islands,2016,Depository Institution,180
Northern Mariana Islands,2016,Money Services Business (MSB),137
Northern Mariana Islands,2016,[Total],376
Ohio,2016,Casino/Card Club - Other Casino/Card Club,162
Ohio,2016,Casino/Card Club - State Licensed Casino,940
Ohio,2016,Depository Institution,82316
Ohio,2016,Insurance Company,451
Ohio,2016,Loan or Finance Company,15
Ohio,2016,Money Services Business (MSB),26529
Ohio,2016,Other,410
Ohio,2016,Securities/Futures,261
Ohio,2016,[Total],111084
Oklahoma,2016,Casino/Card Club - State Licensed Casino,193
Oklahoma,2016,Casino/Card Club - Tribal Authorized Casino,3308
Oklahoma,2016,Depository Institution,7106
Oklahoma,2016,Loan or Finance Company,2
Oklahoma,2016,Money Services Business (MSB),12963
Oklahoma,2016,Other,48
Oklahoma,2016,Securities/Futures,48
Oklahoma,2016,[Total],23668
Oregon,2016,Casino/Card Club - Tribal Authorized Casino,47
Oregon,2016,Depository Institution,9701
Oregon,2016,Insurance Company,1
Oregon,2016,Loan or Finance Company,10
Oregon,2016,Money Services Business (MSB),9452
Oregon,2016,Other,37
Oregon,2016,Securities/Futures,69
Oregon,2016,[Total],19317
Palau,2016,Depository Institution,27
Palau,2016,Money Services Business (MSB),2
Palau,2016,[Total],29
Pennsylvania,2016,Casino/Card Club - State Licensed Casino,3438
Pennsylvania,2016,Casino/Card Club - Tribal Authorized Casino,2
Pennsylvania,2016,Depository Institution,33479
Pennsylvania,2016,Insurance Company,4
Pennsylvania,2016,Loan or Finance Company,13
Pennsylvania,2016,Money Services Business (MSB),32386
Pennsylvania,2016,Other,130
Pennsylvania,2016,Securities/Futures,805
Pennsylvania,2016,[Total],70257
Puerto Rico,2016,Casino/Card Club - State Licensed Casino,231
Puerto Rico,2016,Depository Institution,5445
Puerto Rico,2016,Insurance Company,16
Puerto Rico,2016,Loan or Finance Company,4
Puerto Rico,2016,Money Services Business (MSB),12066
Puerto Rico,2016,Other,519
Puerto Rico,2016,Securities/Futures,59
Puerto Rico,2016,[Total],18340
Rhode Island,2016,Casino/Card Club - State Licensed Casino,253
Rhode Island,2016,Depository Institution,3627
Rhode Island,2016,Insurance Company,16
Rhode Island,2016,Loan or Finance Company,2
Rhode Island,2016,Money Services Business (MSB),4225
Rhode Island,2016,Other,13
Rhode Island,2016,Securities/Futures,2782
Rhode Island,2016,[Total],10918
South Carolina,2016,Depository Institution,11201
South Carolina,2016,Insurance Company,2
South Carolina,2016,Money Services Business (MSB),25603
South Carolina,2016,Other,33
South Carolina,2016,Securities/Futures,53
South Carolina,2016,[Total],36892
South Dakota,2016,Casino/Card Club - Other Casino/Card Club,1
South Dakota,2016,Casino/Card Club - State Licensed Casino,19
South Dakota,2016,Casino/Card Club - Tribal Authorized Casino,27
South Dakota,2016,Depository Institution,20441
South Dakota,2016,Loan or Finance Company,1
South Dakota,2016,Money Services Business (MSB),2257
South Dakota,2016,Other,2
South Dakota,2016,Securities/Futures,4
South Dakota,2016,[Total],22752
Tennessee,2016,Depository Institution,14903
Tennessee,2016,Loan or Finance Company,6
Tennessee,2016,Money Services Business (MSB),20727
Tennessee,2016,Other,2010
Tennessee,2016,Securities/Futures,84
Tennessee,2016,[Total],37730
Texas,2016,Casino/Card Club - Tribal Authorized Casino,75
Texas,2016,Depository Institution,86584
Texas,2016,Housing Government Sponsored Enterprise GSE,22
Texas,2016,Insurance Company,193
Texas,2016,Loan or Finance Company,700
Texas,2016,Money Services Business (MSB),100227
Texas,2016,Other,2446
Texas,2016,Securities/Futures,1149
Texas,2016,[Total],191396
Unknown,2016,Casino/Card Club - Other Casino/Card Club,16
Unknown,2016,Casino/Card Club - State Licensed Casino,75
Unknown,2016,Casino/Card Club - Tribal Authorized Casino,9
Unknown,2016,Depository Institution,1037
Unknown,2016,Insurance Company,1
Unknown,2016,Loan or Finance Company,2
Unknown,2016,Money Services Business (MSB),5161
Unknown,2016,Other,1372
Unknown,2016,Securities/Futures,15
Unknown,2016,[Total],7688
Utah,2016,Depository Institution,19396
Utah,2016,Insurance Company,1
Utah,2016,Loan or Finance Company,8
Utah,2016,Money Services Business (MSB),6576
Utah,2016,Other,19395
Utah,2016,Securities/Futures,195
Utah,2016,[Total],45571
Vermont,2016,Depository Institution,1068
Vermont,2016,Insurance Company,3
Vermont,2016,Money Services Business (MSB),3454
Vermont,2016,Other,1
Vermont,2016,Securities/Futures,8
Vermont,2016,[Total],4534
Virgin Islands,2016,Depository Institution,210
Virgin Islands,2016,Money Services Business (MSB),2495
Virgin Islands,2016,[Total],2705
Virginia,2016,Casino/Card Club - Card Club,7
Virginia,2016,Depository Institution,52550
Virginia,2016,Housing Government Sponsored Enterprise GSE,16
Virginia,2016,Insurance Company,4
Virginia,2016,Loan or Finance Company,34
Virginia,2016,Money Services Business (MSB),50148
Virginia,2016,Other,382
Virginia,2016,Securities/Futures,990
Virginia,2016,[Total],104131
Washington,2016,Casino/Card Club - Card Club,3
Washington,2016,Casino/Card Club - Other Casino/Card Club,1
Washington,2016,Casino/Card Club - State Licensed Casino,85
Washington,2016,Casino/Card Club - Tribal Authorized Casino,698
Washington,2016,Depository Institution,18348
Washington,2016,Insurance Company,26
Washington,2016,Loan or Finance Company,4
Washington,2016,Money Services Business (MSB),16165
Washington,2016,Other,62
Washington,2016,Securities/Futures,466
Washington,2016,[Total],35858
West Virginia,2016,Casino/Card Club - State Licensed Casino,909
West Virginia,2016,Depository Institution,2655
West Virginia,2016,Insurance Company,1
West Virginia,2016,Loan or Finance Company,1
West Virginia,2016,Money Services Business (MSB),6220
West Virginia,2016,Other,15
West Virginia,2016,Securities/Futures,9
West Virginia,2016,[Total],9810
Wisconsin,2016,Casino/Card Club - Tribal Authorized Casino,140
Wisconsin,2016,Depository Institution,8695
Wisconsin,2016,Insurance Company,124
Wisconsin,2016,Loan or Finance Company,5
Wisconsin,2016,Money Services Business (MSB),10590
Wisconsin,2016,Other,67
Wisconsin,2016,Securities/Futures,159
Wisconsin,2016,[Total],19780
Wyoming,2016,Casino/Card Club - Tribal Authorized Casino,1
Wyoming,2016,Depository Institution,888
Wyoming,2016,Insurance Company,1
Wyoming,2016,Loan or Finance Company,2
Wyoming,2016,Money Services Business (MSB),2149
Wyoming,2016,Securities/Futures,3
Wyoming,2016,[Total],3044
Alabama,2017,Casino/Card Club - Tribal Authorized Casino,244
Alabama,2017,Depository Institution,13983
Alabama,2017,Insurance Company,14
Alabama,2017,Loan or Finance Company,4
Alabama,2017,Money Services Business (MSB),15450
Alabama,2017,Other,57
Alabama,2017,Securities/Futures,70
Alabama,2017,[Total],29822
Alaska,2017,Depository Institution,2610
Alaska,2017,Insurance Company,1
Alaska,2017,Loan or Finance Company,2
Alaska,2017,Money Services Business (MSB),2509
Alaska,2017,Other,35
Alaska,2017,Securities/Futures,5
Alaska,2017,[Total],5162
American Samoa,2017,Depository Institution,71
American Samoa,2017,Money Services Business (MSB),108
American Samoa,2017,[Total],179
Arizona,2017,Casino/Card Club - Tribal Authorized Casino,425
Arizona,2017,Depository Institution,18999
Arizona,2017,Insurance Company,4
Arizona,2017,Loan or Finance Company,44
Arizona,2017,Money Services Business (MSB),18636
Arizona,2017,Other,139
Arizona,2017,Securities/Futures,265
Arizona,2017,[Total],38512
Arkansas,2017,Casino/Card Club - Other Casino/Card Club,13
Arkansas,2017,Depository Institution,5802
Arkansas,2017,Loan or Finance Company,1
Arkansas,2017,Money Services Business (MSB),10072
Arkansas,2017,Other,33
Arkansas,2017,Securities/Futures,34
Arkansas,2017,[Total],15955
California,2017,Casino/Card Club - Card Club,1904
California,2017,Casino/Card Club - Other Casino/Card Club,8
California,2017,Casino/Card Club - State Licensed Casino,291
California,2017,Casino/Card Club - Tribal Authorized Casino,3294
California,2017,Depository Institution,173921
California,2017,Insurance Company,70
California,2017,Loan or Finance Company,406
California,2017,Money Services Business (MSB),206889
California,2017,Other,2301
California,2017,Securities/Futures,6574
California,2017,[Total],395658
Colorado,2017,Casino/Card Club - State Licensed Casino,428
Colorado,2017,Casino/Card Club - Tribal Authorized Casino,1
Colorado,2017,Depository Institution,15973
Colorado,2017,Insurance Company,5
Colorado,2017,Loan or Finance Company,38
Colorado,2017,Money Services Business (MSB),52940
Colorado,2017,Other,398
Colorado,2017,Securities/Futures,292
Colorado,2017,[Total],70075
Connecticut,2017,Casino/Card Club - Tribal Authorized Casino,723
Connecticut,2017,Depository Institution,11992
Connecticut,2017,Insurance Company,62
Connecticut,2017,Loan or Finance Company,7
Connecticut,2017,Money Services Business (MSB),11537
Connecticut,2017,Other,183
Connecticut,2017,Securities/Futures,670
Connecticut,2017,[Total],25174
Delaware,2017,Casino/Card Club - Other Casino/Card Club,1
Delaware,2017,Casino/Card Club - State Licensed Casino,37
Delaware,2017,Depository Institution,58207
Delaware,2017,Loan or Finance Company,9
Delaware,2017,Money Services Business (MSB),4533
Delaware,2017,Other,5271
Delaware,2017,Securities/Futures,163
Delaware,2017,[Total],68221
District of Columbia,2017,Depository Institution,4579
District of Columbia,2017,Housing Government Sponsored Enterprise GSE,413
District of Columbia,2017,Money Services Business (MSB),6162
District of Columbia,2017,Other,285
District of Columbia,2017,Securities/Futures,48
District of Columbia,2017,[Total],11487
Florida,2017,Casino/Card Club - Card Club,34
Florida,2017,Casino/Card Club - Other Casino/Card Club,17
Florida,2017,Casino/Card Club - State Licensed Casino,103
Florida,2017,Casino/Card Club - Tribal Authorized Casino,1919
Florida,2017,Depository Institution,73395
Florida,2017,Insurance Company,10
Florida,2017,Loan or Finance Company,267
Florida,2017,Money Services Business (MSB),87364
Florida,2017,Other,1693
Florida,2017,Securities/Futures,1625
Florida,2017,[Total],166427
Georgia,2017,Depository Institution,38874
Georgia,2017,Housing Government Sponsored Enterprise GSE,10
Georgia,2017,Insurance Company,146
Georgia,2017,Loan or Finance Company,35
Georgia,2017,Money Services Business (MSB),40320
Georgia,2017,Other,1721
Georgia,2017,Securities/Futures,206
Georgia,2017,[Total],81312
Guam,2017,Depository Institution,759
Guam,2017,Money Services Business (MSB),442
Guam,2017,Other,2
Guam,2017,Securities/Futures,1
Guam,2017,[Total],1204
Hawaii,2017,Depository Institution,7475
Hawaii,2017,Loan or Finance Company,3
Hawaii,2017,Money Services Business (MSB),7238
Hawaii,2017,Other,6
Hawaii,2017,Securities/Futures,15
Hawaii,2017,[Total],14737
Idaho,2017,Casino/Card Club - Tribal Authorized Casino,8
Idaho,2017,Depository Institution,2544
Idaho,2017,Insurance Company,1
Idaho,2017,Loan or Finance Company,3
Idaho,2017,Money Services Business (MSB),3559
Idaho,2017,Other,5
Idaho,2017,Securities/Futures,20
Idaho,2017,[Total],6140
Illinois,2017,Casino/Card Club - State Licensed Casino,681
Illinois,2017,Depository Institution,33675
Illinois,2017,Housing Government Sponsored Enterprise GSE,4
Illinois,2017,Insurance Company,22
Illinois,2017,Loan or Finance Company,19
Illinois,2017,Money Services Business (MSB),28566
Illinois,2017,Other,577
Illinois,2017,Securities/Futures,618
Illinois,2017,[Total],64162
Indiana,2017,Casino/Card Club - State Licensed Casino,2929
Indiana,2017,Depository Institution,12153
Indiana,2017,Housing Government Sponsored Enterprise GSE,1
Indiana,2017,Insurance Company,159
Indiana,2017,Loan or Finance Company,10
Indiana,2017,Money Services Business (MSB),17769
Indiana,2017,Other,49
Indiana,2017,Securities/Futures,116
Indiana,2017,[Total],33186
Iowa,2017,Casino/Card Club - State Licensed Casino,512
Iowa,2017,Casino/Card Club - Tribal Authorized Casino,21
Iowa,2017,Depository Institution,4830
Iowa,2017,Housing Government Sponsored Enterprise GSE,3
Iowa,2017,Insurance Company,377
Iowa,2017,Loan or Finance Company,9
Iowa,2017,Money Services Business (MSB),6995
Iowa,2017,Other,58
Iowa,2017,Securities/Futures,122
Iowa,2017,[Total],12927
Kansas,2017,Casino/Card Club - State Licensed Casino,204
Kansas,2017,Casino/Card Club - Tribal Authorized Casino,56
Kansas,2017,Depository Institution,6063
Kansas,2017,Housing Government Sponsored Enterprise GSE,6
Kansas,2017,Insurance Company,12
Kansas,2017,Loan or Finance Company,7
Kansas,2017,Money Services Business (MSB),7711
Kansas,2017,Other,189
Kansas,2017,Securities/Futures,53
Kansas,2017,[Total],14301
Kentucky,2017,Depository Institution,6102
Kentucky,2017,Insurance Company,3
Kentucky,2017,Loan or Finance Company,5
Kentucky,2017,Money Services Business (MSB),11793
Kentucky,2017,Other,38
Kentucky,2017,Securities/Futures,113
Kentucky,2017,[Total],18054
Louisiana,2017,Casino/Card Club - Card Club,1
Louisiana,2017,Casino/Card Club - Other Casino/Card Club,13
Louisiana,2017,Casino/Card Club - State Licensed Casino,7965
Louisiana,2017,Casino/Card Club - Tribal Authorized Casino,27
Louisiana,2017,Depository Institution,9802
Louisiana,2017,Insurance Company,12
Louisiana,2017,Loan or Finance Company,5
Louisiana,2017,Money Services Business (MSB),17269
Louisiana,2017,Other,16
Louisiana,2017,Securities/Futures,47
Louisiana,2017,[Total],35157
Maine,2017,Casino/Card Club - State Licensed Casino,14
Maine,2017,Depository Institution,4500
Maine,2017,Loan or Finance Company,3
Maine,2017,Money Services Business (MSB),4362
Maine,2017,Other,15
Maine,2017,Securities/Futures,11
Maine,2017,[Total],8905
Marshall Islands,2017,Depository Institution,1
Marshall Islands,2017,Money Services Business (MSB),55
Marshall Islands,2017,[Total],56
Maryland,2017,Casino/Card Club - State Licensed Casino,2204
Maryland,2017,Depository Institution,19850
Maryland,2017,Loan or Finance Company,6
Maryland,2017,Money Services Business (MSB),25324
Maryland,2017,Other,146
Maryland,2017,Securities/Futures,155
Maryland,2017,[Total],47685
Massachusetts,2017,Casino/Card Club - State Licensed Casino,23
Massachusetts,2017,Depository Institution,19006
Massachusetts,2017,Housing Government Sponsored Enterprise GSE,5
Massachusetts,2017,Insurance Company,249
Massachusetts,2017,Loan or Finance Company,21
Massachusetts,2017,Money Services Business (MSB),24325
Massachusetts,2017,Other,1598
Massachusetts,2017,Securities/Futures,4387
Massachusetts,2017,[Total],49614
Michigan,2017,Casino/Card Club - Other Casino/Card Club,2
Michigan,2017,Casino/Card Club - State Licensed Casino,685
Michigan,2017,Casino/Card Club - Tribal Authorized Casino,323
Michigan,2017,Depository Institution,17025
Michigan,2017,Insurance Company,116
Michigan,2017,Loan or Finance Company,2002
Michigan,2017,Money Services Business (MSB),20398
Michigan,2017,Other,5392
Michigan,2017,Securities/Futures,116
Michigan,2017,[Total],46059
"Micronesia, Federated States",2017,Depository Institution,8
"Micronesia, Federated States",2017,Money Services Business (MSB),30
"Micronesia, Federated States",2017,[Total],38
Minnesota,2017,Casino/Card Club - Card Club,71
Minnesota,2017,Casino/Card Club - Other Casino/Card Club,1
Minnesota,2017,Casino/Card Club - Tribal Authorized Casino,966
Minnesota,2017,Depository Institution,11951
Minnesota,2017,Insurance Company,110
Minnesota,2017,Loan or Finance Company,1
Minnesota,2017,Money Services Business (MSB),22727
Minnesota,2017,Other,57
Minnesota,2017,Securities/Futures,572
Minnesota,2017,[Total],36456
Mississippi,2017,Casino/Card Club - State Licensed Casino,1557
Mississippi,2017,Casino/Card Club - Tribal Authorized Casino,97
Mississippi,2017,Depository Institution,9481
Mississippi,2017,Insurance Company,5
Mississippi,2017,Loan or Finance Company,1
Mississippi,2017,Money Services Business (MSB),11402
Mississippi,2017,Other,4
Mississippi,2017,Securities/Futures,13
Mississippi,2017,[Total],22560
Missouri,2017,Casino/Card Club - State Licensed Casino,1801
Missouri,2017,Depository Institution,10709
Missouri,2017,Insurance Company,6
Missouri,2017,Loan or Finance Company,38
Missouri,2017,Money Services Business (MSB),15167
Missouri,2017,Other,368
Missouri,2017,Securities/Futures,1634
Missouri,2017,[Total],29723
Montana,2017,Depository Institution,1732
Montana,2017,Insurance Company,1
Montana,2017,Money Services Business (MSB),2512
Montana,2017,Other,2
Montana,2017,Securities/Futures,12
Montana,2017,[Total],4259
Nebraska,2017,Depository Institution,4571
Nebraska,2017,Insurance Company,39
Nebraska,2017,Money Services Business (MSB),5209
Nebraska,2017,Other,14
Nebraska,2017,Securities/Futures,1539
Nebraska,2017,[Total],11372
Nevada,2017,Casino/Card Club - Other Casino/Card Club,1
Nevada,2017,Casino/Card Club - State Licensed Casino,13157
Nevada,2017,Casino/Card Club - Tribal Authorized Casino,5
Nevada,2017,Depository Institution,15837
Nevada,2017,Insurance Company,1
Nevada,2017,Loan or Finance Company,10
Nevada,2017,Money Services Business (MSB),13046
Nevada,2017,Other,318
Nevada,2017,Securities/Futures,53
Nevada,2017,[Total],42428
New Hampshire,2017,Depository Institution,2820
New Hampshire,2017,Insurance Company,3
New Hampshire,2017,Loan or Finance Company,8
New Hampshire,2017,Money Services Business (MSB),4293
New Hampshire,2017,Other,34
New Hampshire,2017,Securities/Futures,18
New Hampshire,2017,[Total],7176
New Jersey,2017,Casino/Card Club - State Licensed Casino,3624
New Jersey,2017,Depository Institution,36537
New Jersey,2017,Insurance Company,78
New Jersey,2017,Loan or Finance Company,19
New Jersey,2017,Money Services Business (MSB),36224
New Jersey,2017,Other,357
New Jersey,2017,Securities/Futures,1361
New Jersey,2017,[Total],78200
New Mexico,2017,Casino/Card Club - State Licensed Casino,24
New Mexico,2017,Casino/Card Club - Tribal Authorized Casino,304
New Mexico,2017,Depository Institution,5334
New Mexico,2017,Insurance Company,1
New Mexico,2017,Money Services Business (MSB),6157
New Mexico,2017,Other,6
New Mexico,2017,Securities/Futures,23
New Mexico,2017,[Total],11849
New York,2017,Casino/Card Club - State Licensed Casino,291
New York,2017,Casino/Card Club - Tribal Authorized Casino,215
New York,2017,Depository Institution,109498
New York,2017,Housing Government Sponsored Enterprise GSE,1
New York,2017,Insurance Company,790
New York,2017,Loan or Finance Company,20
New York,2017,Money Services Business (MSB),111596
New York,2017,Other,4018
New York,2017,Securities/Futures,3556
New York,2017,[Total],229985
North Carolina,2017,Casino/Card Club - Tribal Authorized Casino,1562
North Carolina,2017,Depository Institution,52555
North Carolina,2017,Insurance Company,161
North Carolina,2017,Loan or Finance Company,7
North Carolina,2017,Money Services Business (MSB),39148
North Carolina,2017,Other,503
North Carolina,2017,Securities/Futures,215
North Carolina,2017,[Total],94151
North Dakota,2017,Casino/Card Club - Tribal Authorized Casino,52
North Dakota,2017,Depository Institution,1610
North Dakota,2017,Loan or Finance Company,1
North Dakota,2017,Money Services Business (MSB),2835
North Dakota,2017,Other,14
North Dakota,2017,Securities/Futures,11
North Dakota,2017,[Total],4523
Northern Mariana Islands,2017,Casino/Card Club - State Licensed Casino,138
Northern Mariana Islands,2017,Depository Institution,287
Northern Mariana Islands,2017,Money Services Business (MSB),117
Northern Mariana Islands,2017,Other,1
Northern Mariana Islands,2017,[Total],543
Ohio,2017,Casino/Card Club - Other Casino/Card Club,128
Ohio,2017,Casino/Card Club - State Licensed Casino,965
Ohio,2017,Casino/Card Club - Tribal Authorized Casino,1
Ohio,2017,Depository Institution,77756
Ohio,2017,Insurance Company,153
Ohio,2017,Loan or Finance Company,17
Ohio,2017,Money Services Business (MSB),29298
Ohio,2017,Other,444
Ohio,2017,Securities/Futures,245
Ohio,2017,[Total],109007
Oklahoma,2017,Casino/Card Club - Other Casino/Card Club,1
Oklahoma,2017,Casino/Card Club - State Licensed Casino,222
Oklahoma,2017,Casino/Card Club - Tribal Authorized Casino,3493
Oklahoma,2017,Depository Institution,7864
Oklahoma,2017,Insurance Company,2
Oklahoma,2017,Loan or Finance Company,9
Oklahoma,2017,Money Services Business (MSB),13738
Oklahoma,2017,Other,80
Oklahoma,2017,Securities/Futures,45
Oklahoma,2017,[Total],25454
Oregon,2017,Casino/Card Club - Tribal Authorized Casino,82
Oregon,2017,Depository Institution,11407
Oregon,2017,Insurance Company,5
Oregon,2017,Loan or Finance Company,4
Oregon,2017,Money Services Business (MSB),10462
Oregon,2017,Other,29
Oregon,2017,Securities/Futures,96
Oregon,2017,[Total],22085
Palau,2017,Depository Institution,2
Palau,2017,Money Services Business (MSB),3
Palau,2017,[Total],5
Pennsylvania,2017,Casino/Card Club - Other Casino/Card Club,1
Pennsylvania,2017,Casino/Card Club - State Licensed Casino,3566
Pennsylvania,2017,Depository Institution,39049
Pennsylvania,2017,Insurance Company,15
Pennsylvania,2017,Loan or Finance Company,14
Pennsylvania,2017,Money Services Business (MSB),33626
Pennsylvania,2017,Other,167
Pennsylvania,2017,Securities/Futures,1065
Pennsylvania,2017,[Total],77503
Puerto Rico,2017,Casino/Card Club - State Licensed Casino,209
Puerto Rico,2017,Depository Institution,6938
Puerto Rico,2017,Insurance Company,12
Puerto Rico,2017,Loan or Finance Company,3
Puerto Rico,2017,Money Services Business (MSB),14914
Puerto Rico,2017,Other,564
Puerto Rico,2017,Securities/Futures,73
Puerto Rico,2017,[Total],22713
Rhode Island,2017,Casino/Card Club - State Licensed Casino,235
Rhode Island,2017,Depository Institution,4071
Rhode Island,2017,Insurance Company,11
Rhode Island,2017,Loan or Finance Company,11
Rhode Island,2017,Money Services Business (MSB),3941
Rhode Island,2017,Other,11
Rhode Island,2017,Securities/Futures,3867
Rhode Island,2017,[Total],12147
South Carolina,2017,Depository Institution,12593
South Carolina,2017,Insurance Company,4
South Carolina,2017,Loan or Finance Company,13
South Carolina,2017,Money Services Business (MSB),18413
South Carolina,2017,Other,37
South Carolina,2017,Securities/Futures,60
South Carolina,2017,[Total],31120
South Dakota,2017,Casino/Card Club - State Licensed Casino,28
South Dakota,2017,Casino/Card Club - Tribal Authorized Casino,15
South Dakota,2017,Depository Institution,23257
South Dakota,2017,Money Services Business (MSB),2218
South Dakota,2017,Other,7
South Dakota,2017,Securities/Futures,7
South Dakota,2017,[Total],25532
Tennessee,2017,Depository Institution,16503
Tennessee,2017,Insurance Company,2
Tennessee,2017,Loan or Finance Company,9
Tennessee,2017,Money Services Business (MSB),20450
Tennessee,2017,Other,2819
Tennessee,2017,Securities/Futures,82
Tennessee,2017,[Total],39865
Texas,2017,Casino/Card Club - Other Casino/Card Club,10
Texas,2017,Casino/Card Club - Tribal Authorized Casino,53
Texas,2017,Depository Institution,94489
Texas,2017,Housing Government Sponsored Enterprise GSE,14
Texas,2017,Insurance Company,157
Texas,2017,Loan or Finance Company,802
Texas,2017,Money Services Business (MSB),100645
Texas,2017,Other,3951
Texas,2017,Securities/Futures,1271
Texas,2017,[Total],201392
Unknown,2017,Casino/Card Club - Card Club,3
Unknown,2017,Casino/Card Club - Other Casino/Card Club,7
Unknown,2017,Casino/Card Club - State Licensed Casino,1
Unknown,2017,Casino/Card Club - Tribal Authorized Casino,1
Unknown,2017,Depository Institution,262
Unknown,2017,Loan or Finance Company,2
Unknown,2017,Money Services Business (MSB),6527
Unknown,2017,Other,719
Unknown,2017,Securities/Futures,23
Unknown,2017,[Total],7545
Utah,2017,Depository Institution,23229
Utah,2017,Housing Government Sponsored Enterprise GSE,1
Utah,2017,Insurance Company,2
Utah,2017,Loan or Finance Company,20
Utah,2017,Money Services Business (MSB),6751
Utah,2017,Other,13695
Utah,2017,Securities/Futures,141
Utah,2017,[Total],43839
Vermont,2017,Depository Institution,1003
Vermont,2017,Insurance Company,5
Vermont,2017,Money Services Business (MSB),2060
Vermont,2017,Other,2
Vermont,2017,Securities/Futures,13
Vermont,2017,[Total],3083
Virgin Islands,2017,Depository Institution,288
Virgin Islands,2017,Money Services Business (MSB),1967
Virgin Islands,2017,Other,1
Virgin Islands,2017,Securities/Futures,2
Virgin Islands,2017,[Total],2258
Virginia,2017,Casino/Card Club - Card Club,12
Virginia,2017,Casino/Card Club - Other Casino/Card Club,4
Virginia,2017,Depository Institution,62651
Virginia,2017,Housing Government Sponsored Enterprise GSE,10
Virginia,2017,Insurance Company,6
Virginia,2017,Loan or Finance Company,41
Virginia,2017,Money Services Business (MSB),33473
Virginia,2017,Other,476
Virginia,2017,Securities/Futures,1547
Virginia,2017,[Total],98220
Washington,2017,Casino/Card Club - Card Club,8
Washington,2017,Casino/Card Club - State Licensed Casino,406
Washington,2017,Casino/Card Club - Tribal Authorized Casino,1027
Washington,2017,Depository Institution,19011
Washington,2017,Insurance Company,41
Washington,2017,Loan or Finance Company,9
Washington,2017,Money Services Business (MSB),17998
Washington,2017,Other,67
Washington,2017,Securities/Futures,217
Washington,2017,[Total],38784
West Virginia,2017,Casino/Card Club - State Licensed Casino,534
West Virginia,2017,Depository Institution,2905
West Virginia,2017,Loan or Finance Company,2
West Virginia,2017,Money Services Business (MSB),5054
West Virginia,2017,Other,6
West Virginia,2017,Securities/Futures,11
West Virginia,2017,[Total],8512
Wisconsin,2017,Casino/Card Club - State Licensed Casino,1
Wisconsin,2017,Casino/Card Club - Tribal Authorized Casino,157
Wisconsin,2017,Depository Institution,10064
Wisconsin,2017,Insurance Company,89
Wisconsin,2017,Loan or Finance Company,5
Wisconsin,2017,Money Services Business (MSB),10312
Wisconsin,2017,Other,62
Wisconsin,2017,Securities/Futures,154
Wisconsin,2017,[Total],20844
Wyoming,2017,Casino/Card Club - State Licensed Casino,1
Wyoming,2017,Casino/Card Club - Tribal Authorized Casino,4
Wyoming,2017,Depository Institution,877
Wyoming,2017,Money Services Business (MSB),2050
Wyoming,2017,Other,30
Wyoming,2017,Securities/Futures,5
Wyoming,2017,[Total],2967
Alabama,2018,Casino/Card Club - Tribal Authorized Casino,217
Alabama,2018,Depository Institution,15742
Alabama,2018,Insurance Company,38
Alabama,2018,Loan or Finance Company,10
Alabama,2018,Money Services Business (MSB),17011
Alabama,2018,Other,44
Alabama,2018,Securities/Futures,58
Alabama,2018,[Total],33120
Alaska,2018,Depository Institution,2577
Alaska,2018,Insurance Company,1
Alaska,2018,Money Services Business (MSB),2897
Alaska,2018,Other,22
Alaska,2018,Securities/Futures,8
Alaska,2018,[Total],5505
American Samoa,2018,Depository Institution,40
American Samoa,2018,Money Services Business (MSB),117
American Samoa,2018,[Total],157
Arizona,2018,Casino/Card Club - Card Club,1
Arizona,2018,Casino/Card Club - State Licensed Casino,1
Arizona,2018,Casino/Card Club - Tribal Authorized Casino,732
Arizona,2018,Depository Institution,17692
Arizona,2018,Insurance Company,3
Arizona,2018,Loan or Finance Company,29
Arizona,2018,Money Services Business (MSB),27019
Arizona,2018,Other,177
Arizona,2018,Securities/Futures,202
Arizona,2018,[Total],45856
Arkansas,2018,Casino/Card Club - Other Casino/Card Club,34
Arkansas,2018,Casino/Card Club - Tribal Authorized Casino,5
Arkansas,2018,Depository Institution,5347
Arkansas,2018,Insurance Company,3
