Industry,State_Territory,Year,Number_of_SARs
Deposit Institution,Indiana,1/1/2018,13094
Deposit Institution,Indiana,1/1/2019,14320
Deposit Institution,Indiana,1/1/2020,19095
Deposit Institution,Indiana,1/1/2021,22722
Deposit Institution,Indiana,1/1/2022,23748
Deposit Institution,Iowa,1/1/2014,2944
Deposit Institution,Iowa,1/1/2015,3476
Deposit Institution,Iowa,1/1/2016,4460
Deposit Institution,Iowa,1/1/2017,4826
Deposit Institution,Iowa,1/1/2018,4735
Deposit Institution,Iowa,1/1/2019,5066
Deposit Institution,Iowa,1/1/2020,6225
Deposit Institution,Iowa,1/1/2021,8600
Deposit Institution,Iowa,1/1/2022,7796
Deposit Institution,Kansas,1/1/2014,4054
Deposit Institution,Kansas,1/1/2015,4907
Deposit Institution,Kansas,1/1/2016,5704
Deposit Institution,Kansas,1/1/2017,6063
Deposit Institution,Kansas,1/1/2018,5148
Deposit Institution,Kansas,1/1/2019,4979
Deposit Institution,Kansas,1/1/2020,6290
Deposit Institution,Kansas,1/1/2021,7625
Deposit Institution,Kansas,1/1/2022,7686
Deposit Institution,Kentucky,1/1/2014,5479
Deposit Institution,Kentucky,1/1/2015,5166
Deposit Institution,Kentucky,1/1/2016,5522
Deposit Institution,Kentucky,1/1/2017,6093
Deposit Institution,Kentucky,1/1/2018,6632
Deposit Institution,Kentucky,1/1/2019,7003
Deposit Institution,Kentucky,1/1/2020,9098
Deposit Institution,Kentucky,1/1/2021,10472
Deposit Institution,Kentucky,1/1/2022,12057
Deposit Institution,Louisiana,1/1/2014,8640
Deposit Institution,Louisiana,1/1/2015,9644
Deposit Institution,Louisiana,1/1/2016,10145
Deposit Institution,Louisiana,1/1/2017,9791
Deposit Institution,Louisiana,1/1/2018,10204
Deposit Institution,Louisiana,1/1/2019,11490
Deposit Institution,Louisiana,1/1/2020,14838
Deposit Institution,Louisiana,1/1/2021,20397
Deposit Institution,Louisiana,1/1/2022,19849
Deposit Institution,Maine,1/1/2014,3186
Deposit Institution,Maine,1/1/2015,3269
Deposit Institution,Maine,1/1/2016,3938
Deposit Institution,Maine,1/1/2017,4505
Deposit Institution,Maine,1/1/2018,4664
Deposit Institution,Maine,1/1/2019,3673
Deposit Institution,Maine,1/1/2020,4264
Deposit Institution,Maine,1/1/2021,5402
Deposit Institution,Maine,1/1/2022,4874
Deposit Institution,Marshall Islands,1/1/2014,6
Deposit Institution,Marshall Islands,1/1/2015,2
Deposit Institution,Marshall Islands,1/1/2016,1
Deposit Institution,Marshall Islands,1/1/2017,1
Deposit Institution,Marshall Islands,1/1/2018,3
Deposit Institution,Marshall Islands,1/1/2019,2
Deposit Institution,Marshall Islands,1/1/2020,2
Deposit Institution,Marshall Islands,1/1/2021,1
Deposit Institution,Marshall Islands,1/1/2022,2
Deposit Institution,Maryland,1/1/2014,13244
Deposit Institution,Maryland,1/1/2015,15751
Deposit Institution,Maryland,1/1/2016,17530
Deposit Institution,Maryland,1/1/2017,19842
Deposit Institution,Maryland,1/1/2018,18693
Deposit Institution,Maryland,1/1/2019,18191
Deposit Institution,Maryland,1/1/2020,20646
Deposit Institution,Maryland,1/1/2021,23244
Deposit Institution,Maryland,1/1/2022,27232
Deposit Institution,Massachusetts,1/1/2014,14175
Deposit Institution,Massachusetts,1/1/2015,17108
Deposit Institution,Massachusetts,1/1/2016,18146
Deposit Institution,Massachusetts,1/1/2017,19002
Deposit Institution,Massachusetts,1/1/2018,18233
Deposit Institution,Massachusetts,1/1/2019,20427
Deposit Institution,Massachusetts,1/1/2020,22742
Deposit Institution,Massachusetts,1/1/2021,24873
Deposit Institution,Massachusetts,1/1/2022,28817
Deposit Institution,Michigan,1/1/2014,16431
Deposit Institution,Michigan,1/1/2015,17125
Deposit Institution,Michigan,1/1/2016,17175
Deposit Institution,Michigan,1/1/2017,17011
Deposit Institution,Michigan,1/1/2018,17988
Deposit Institution,Michigan,1/1/2019,20074
Deposit Institution,Michigan,1/1/2020,25078
Deposit Institution,Michigan,1/1/2021,29794
Deposit Institution,Michigan,1/1/2022,33114
Deposit Institution,Minnesota,1/1/2014,9395
Deposit Institution,Minnesota,1/1/2015,8865
Deposit Institution,Minnesota,1/1/2016,10090
Deposit Institution,Minnesota,1/1/2017,11951
Deposit Institution,Minnesota,1/1/2018,11878
Deposit Institution,Minnesota,1/1/2019,10968
Deposit Institution,Minnesota,1/1/2020,13500
Deposit Institution,Minnesota,1/1/2021,15256
Deposit Institution,Minnesota,1/1/2022,17594
Deposit Institution,Mississippi,1/1/2014,5997
Deposit Institution,Mississippi,1/1/2015,9033
Deposit Institution,Mississippi,1/1/2016,9200
Deposit Institution,Mississippi,1/1/2017,9488
Deposit Institution,Mississippi,1/1/2018,9704
Deposit Institution,Mississippi,1/1/2019,9034
Deposit Institution,Mississippi,1/1/2020,13525
Deposit Institution,Mississippi,1/1/2021,17598
Deposit Institution,Mississippi,1/1/2022,14864
Deposit Institution,Missouri,1/1/2014,11109
Deposit Institution,Missouri,1/1/2015,11019
Deposit Institution,Missouri,1/1/2016,10731
Deposit Institution,Missouri,1/1/2017,10711
Deposit Institution,Missouri,1/1/2018,9507
Deposit Institution,Missouri,1/1/2019,10169
Deposit Institution,Missouri,1/1/2020,12343
Deposit Institution,Missouri,1/1/2021,13633
Deposit Institution,Missouri,1/1/2022,14512
Deposit Institution,Montana,1/1/2014,805
Deposit Institution,Montana,1/1/2015,971
Deposit Institution,Montana,1/1/2016,1474
Deposit Institution,Montana,1/1/2017,1730
Deposit Institution,Montana,1/1/2018,1610
Deposit Institution,Montana,1/1/2019,1878
Deposit Institution,Montana,1/1/2020,2282
Deposit Institution,Montana,1/1/2021,2705
Deposit Institution,Montana,1/1/2022,3245
Deposit Institution,Nebraska,1/1/2014,2419
Deposit Institution,Nebraska,1/1/2015,2799
Deposit Institution,Nebraska,1/1/2016,4016
Deposit Institution,Nebraska,1/1/2017,4570
Deposit Institution,Nebraska,1/1/2018,3907
Deposit Institution,Nebraska,1/1/2019,3707
Deposit Institution,Nebraska,1/1/2020,4241
Deposit Institution,Nebraska,1/1/2021,5251
Deposit Institution,Nebraska,1/1/2022,6137
Deposit Institution,Nevada,1/1/2014,11162
Deposit Institution,Nevada,1/1/2015,12052
Deposit Institution,Nevada,1/1/2016,14351
Deposit Institution,Nevada,1/1/2017,15833
Deposit Institution,Nevada,1/1/2018,16323
Deposit Institution,Nevada,1/1/2019,16780
Deposit Institution,Nevada,1/1/2020,17680
Deposit Institution,Nevada,1/1/2021,19005
Deposit Institution,Nevada,1/1/2022,20254
Deposit Institution,New Hampshire,1/1/2014,1814
Deposit Institution,New Hampshire,1/1/2015,2284
Deposit Institution,New Hampshire,1/1/2016,2628
Deposit Institution,New Hampshire,1/1/2017,2799
Deposit Institution,New Hampshire,1/1/2018,2550
Deposit Institution,New Hampshire,1/1/2019,2976
Deposit Institution,New Hampshire,1/1/2020,3325
Deposit Institution,New Hampshire,1/1/2021,3897
Deposit Institution,New Hampshire,1/1/2022,4019
Deposit Institution,New Jersey,1/1/2014,28343
Deposit Institution,New Jersey,1/1/2015,29759
Deposit Institution,New Jersey,1/1/2016,32270
Deposit Institution,New Jersey,1/1/2017,36559
Deposit Institution,New Jersey,1/1/2018,37315
Deposit Institution,New Jersey,1/1/2019,40737
Deposit Institution,New Jersey,1/1/2020,39847
Deposit Institution,New Jersey,1/1/2021,41086
Deposit Institution,New Jersey,1/1/2022,57583
Deposit Institution,New Mexico,1/1/2014,2998
Deposit Institution,New Mexico,1/1/2015,3737
Deposit Institution,New Mexico,1/1/2016,4949
Deposit Institution,New Mexico,1/1/2017,5356
Deposit Institution,New Mexico,1/1/2018,5215
Deposit Institution,New Mexico,1/1/2019,5269
Deposit Institution,New Mexico,1/1/2020,6180
Deposit Institution,New Mexico,1/1/2021,6615
Deposit Institution,New Mexico,1/1/2022,6351
Deposit Institution,New York,1/1/2014,94761
Deposit Institution,New York,1/1/2015,95958
Deposit Institution,New York,1/1/2016,102147
Deposit Institution,New York,1/1/2017,109328
Deposit Institution,New York,1/1/2018,107558
Deposit Institution,New York,1/1/2019,120421
Deposit Institution,New York,1/1/2020,121901
Deposit Institution,New York,1/1/2021,151874
Deposit Institution,New York,1/1/2022,166828
Deposit Institution,North Carolina,1/1/2014,40665
Deposit Institution,North Carolina,1/1/2015,43343
Deposit Institution,North Carolina,1/1/2016,48311
Deposit Institution,North Carolina,1/1/2017,52547
Deposit Institution,North Carolina,1/1/2018,79179
Deposit Institution,North Carolina,1/1/2019,92711
Deposit Institution,North Carolina,1/1/2020,101380
Deposit Institution,North Carolina,1/1/2021,122080
Deposit Institution,North Carolina,1/1/2022,221382
Deposit Institution,North Dakota,1/1/2014,854
Deposit Institution,North Dakota,1/1/2015,1145
Deposit Institution,North Dakota,1/1/2016,1377
Deposit Institution,North Dakota,1/1/2017,1614
Deposit Institution,North Dakota,1/1/2018,1706
Deposit Institution,North Dakota,1/1/2019,1717
Deposit Institution,North Dakota,1/1/2020,2123
Deposit Institution,North Dakota,1/1/2021,2626
Deposit Institution,North Dakota,1/1/2022,3832
Deposit Institution,Northern Mariana Islands,1/1/2014,221
Deposit Institution,Northern Mariana Islands,1/1/2015,225
Deposit Institution,Northern Mariana Islands,1/1/2016,180
Deposit Institution,Northern Mariana Islands,1/1/2017,287
Deposit Institution,Northern Mariana Islands,1/1/2018,176
Deposit Institution,Northern Mariana Islands,1/1/2019,158
Deposit Institution,Northern Mariana Islands,1/1/2020,159
Deposit Institution,Northern Mariana Islands,1/1/2021,107
Deposit Institution,Northern Mariana Islands,1/1/2022,98
Deposit Institution,Ohio,1/1/2014,98031
Deposit Institution,Ohio,1/1/2015,91812
Deposit Institution,Ohio,1/1/2016,82317
Deposit Institution,Ohio,1/1/2017,77771
Deposit Institution,Ohio,1/1/2018,94335
Deposit Institution,Ohio,1/1/2019,122453
Deposit Institution,Ohio,1/1/2020,135804
Deposit Institution,Ohio,1/1/2021,138880
Deposit Institution,Ohio,1/1/2022,189138
Deposit Institution,Oklahoma,1/1/2014,6816
Deposit Institution,Oklahoma,1/1/2015,7267
Deposit Institution,Oklahoma,1/1/2016,7106
Deposit Institution,Oklahoma,1/1/2017,7867
Deposit Institution,Oklahoma,1/1/2018,7221
Deposit Institution,Oklahoma,1/1/2019,8958
Deposit Institution,Oklahoma,1/1/2020,13403
Deposit Institution,Oklahoma,1/1/2021,18136
Deposit Institution,Oklahoma,1/1/2022,15991
Deposit Institution,Oregon,1/1/2014,6730
Deposit Institution,Oregon,1/1/2015,7679
Deposit Institution,Oregon,1/1/2016,9698
Deposit Institution,Oregon,1/1/2017,11404
Deposit Institution,Oregon,1/1/2018,10689
Deposit Institution,Oregon,1/1/2019,10839
Deposit Institution,Oregon,1/1/2020,12599
Deposit Institution,Oregon,1/1/2021,12951
Deposit Institution,Oregon,1/1/2022,12737
Deposit Institution,Palau,1/1/2014,54
Deposit Institution,Palau,1/1/2015,70
Deposit Institution,Palau,1/1/2016,28
Deposit Institution,Palau,1/1/2017,2
Deposit Institution,Palau,1/1/2018,20
Deposit Institution,Palau,1/1/2019,45
Deposit Institution,Palau,1/1/2020,78
Deposit Institution,Palau,1/1/2021,41
Deposit Institution,Palau,1/1/2022,50
Deposit Institution,Pennsylvania,1/1/2014,26394
Deposit Institution,Pennsylvania,1/1/2015,30064
Deposit Institution,Pennsylvania,1/1/2016,33466
Deposit Institution,Pennsylvania,1/1/2017,39035
Deposit Institution,Pennsylvania,1/1/2018,38799
Deposit Institution,Pennsylvania,1/1/2019,43498
Deposit Institution,Pennsylvania,1/1/2020,42583
Deposit Institution,Pennsylvania,1/1/2021,40213
Deposit Institution,Pennsylvania,1/1/2022,72719
Deposit Institution,Puerto Rico,1/1/2014,5406
Deposit Institution,Puerto Rico,1/1/2015,5638
Deposit Institution,Puerto Rico,1/1/2016,5445
Deposit Institution,Puerto Rico,1/1/2017,6938
Deposit Institution,Puerto Rico,1/1/2018,7732
Deposit Institution,Puerto Rico,1/1/2019,8953
Deposit Institution,Puerto Rico,1/1/2020,10606
Deposit Institution,Puerto Rico,1/1/2021,12407
Deposit Institution,Puerto Rico,1/1/2022,15889
Deposit Institution,Rhode Island,1/1/2014,3198
Deposit Institution,Rhode Island,1/1/2015,3696
Deposit Institution,Rhode Island,1/1/2016,3629
Deposit Institution,Rhode Island,1/1/2017,4071
Deposit Institution,Rhode Island,1/1/2018,4218
Deposit Institution,Rhode Island,1/1/2019,5410
Deposit Institution,Rhode Island,1/1/2020,5353
Deposit Institution,Rhode Island,1/1/2021,5610
Deposit Institution,Rhode Island,1/1/2022,8145
Deposit Institution,South Carolina,1/1/2014,7560
Deposit Institution,South Carolina,1/1/2015,9062
Deposit Institution,South Carolina,1/1/2016,11207
Deposit Institution,South Carolina,1/1/2017,12599
Deposit Institution,South Carolina,1/1/2018,11454
Deposit Institution,South Carolina,1/1/2019,10032
Deposit Institution,South Carolina,1/1/2020,11654
Deposit Institution,South Carolina,1/1/2021,13794
Deposit Institution,South Carolina,1/1/2022,15931
Deposit Institution,South Dakota,1/1/2014,13426
Deposit Institution,South Dakota,1/1/2015,16832
Deposit Institution,South Dakota,1/1/2016,20442
Deposit Institution,South Dakota,1/1/2017,23266
Deposit Institution,South Dakota,1/1/2018,23760
Deposit Institution,South Dakota,1/1/2019,25120
Deposit Institution,South Dakota,1/1/2020,31623
Deposit Institution,South Dakota,1/1/2021,37123
Deposit Institution,South Dakota,1/1/2022,44829
Deposit Institution,Tennessee,1/1/2014,11604
Deposit Institution,Tennessee,1/1/2015,13791
Deposit Institution,Tennessee,1/1/2016,14898
Deposit Institution,Tennessee,1/1/2017,16500
Deposit Institution,Tennessee,1/1/2018,15341
Deposit Institution,Tennessee,1/1/2019,14941
Deposit Institution,Tennessee,1/1/2020,19028
Deposit Institution,Tennessee,1/1/2021,24814
Deposit Institution,Tennessee,1/1/2022,27403
Deposit Institution,Texas,1/1/2014,70401
Deposit Institution,Texas,1/1/2015,77592
Deposit Institution,Texas,1/1/2016,86544
Deposit Institution,Texas,1/1/2017,94429
Deposit Institution,Texas,1/1/2018,81671
Deposit Institution,Texas,1/1/2019,80344
Deposit Institution,Texas,1/1/2020,107906
Deposit Institution,Texas,1/1/2021,128063
Deposit Institution,Texas,1/1/2022,143648
Deposit Institution,U.S. Virgin Islands,1/1/2014,390
Deposit Institution,Unknown/Blank,1/1/2014,590
Deposit Institution,Utah,1/1/2014,20798
Deposit Institution,Vermont,1/1/2014,867
Deposit Institution,Virginia,1/1/2014,31923
Deposit Institution,Washington,1/1/2014,13266
Deposit Institution,West Virginia,1/1/2014,2532
Deposit Institution,Wisconsin,1/1/2014,7073
Deposit Institution,Wyoming,1/1/2014,679
Deposit Institution,U.S. Virgin Islands,1/1/2015,271
Deposit Institution,Unknown/Blank,1/1/2015,3815
Deposit Institution,Utah,1/1/2015,17803
Deposit Institution,Vermont,1/1/2015,965
Deposit Institution,Virginia,1/1/2015,45600
Deposit Institution,Washington,1/1/2015,15323
Deposit Institution,West Virginia,1/1/2015,2786
Deposit Institution,Wisconsin,1/1/2015,6855
Deposit Institution,Wyoming,1/1/2015,687
Deposit Institution,U.S. Virgin Islands,1/1/2016,210
Deposit Institution,Unknown/Blank,1/1/2016,6308
Deposit Institution,Utah,1/1/2016,19407
Deposit Institution,Vermont,1/1/2016,1068
Deposit Institution,Virginia,1/1/2016,52558
Deposit Institution,Washington,1/1/2016,18352
Deposit Institution,West Virginia,1/1/2016,2652
Deposit Institution,Wisconsin,1/1/2016,8689
Deposit Institution,Wyoming,1/1/2016,889
Deposit Institution,U.S. Virgin Islands,1/1/2017,288
Deposit Institution,Unknown/Blank,1/1/2017,7502
Deposit Institution,Utah,1/1/2017,23237
Deposit Institution,Vermont,1/1/2017,1006
Deposit Institution,Virginia,1/1/2017,62336
Deposit Institution,Washington,1/1/2017,19009
Deposit Institution,West Virginia,1/1/2017,2904
Deposit Institution,Wisconsin,1/1/2017,10045
Deposit Institution,Wyoming,1/1/2017,877
Deposit Institution,U.S. Virgin Islands,1/1/2018,442
Deposit Institution,Unknown/Blank,1/1/2018,307
Deposit Institution,Utah,1/1/2018,27015
Deposit Institution,Vermont,1/1/2018,1076
Deposit Institution,Virginia,1/1/2018,102730
Deposit Institution,Washington,1/1/2018,19461
Deposit Institution,West Virginia,1/1/2018,2981
Deposit Institution,Wisconsin,1/1/2018,10297
Deposit Institution,Wyoming,1/1/2018,845
Deposit Institution,U.S. Virgin Islands,1/1/2019,574
Deposit Institution,Unknown/Blank,1/1/2019,230
Deposit Institution,Utah,1/1/2019,27428
Deposit Institution,Vermont,1/1/2019,1249
Deposit Institution,Virginia,1/1/2019,117699
Deposit Institution,Washington,1/1/2019,19668
Deposit Institution,West Virginia,1/1/2019,2992
Deposit Institution,Wisconsin,1/1/2019,11432
Deposit Institution,Wyoming,1/1/2019,778
Deposit Institution,U.S. Virgin Islands,1/1/2020,594
Deposit Institution,Unknown/Blank,1/1/2020,126
Deposit Institution,Utah,1/1/2020,26243
Deposit Institution,Vermont,1/1/2020,1308
Deposit Institution,Virginia,1/1/2020,93862
Deposit Institution,Washington,1/1/2020,21708
Deposit Institution,West Virginia,1/1/2020,4735
Deposit Institution,Wisconsin,1/1/2020,14364
Deposit Institution,Wyoming,1/1/2020,1101
Deposit Institution,U.S. Virgin Islands,1/1/2021,546
Deposit Institution,Unknown/Blank,1/1/2021,1951
Deposit Institution,Utah,1/1/2021,32879
Deposit Institution,Vermont,1/1/2021,1504
Deposit Institution,Virginia,1/1/2021,104463
Deposit Institution,Washington,1/1/2021,24892
Deposit Institution,West Virginia,1/1/2021,9004
Deposit Institution,Wisconsin,1/1/2021,16911
Deposit Institution,Wyoming,1/1/2021,1152
Deposit Institution,U.S. Virgin Islands,1/1/2022,728
Deposit Institution,Unknown/Blank,1/1/2022,3127
Deposit Institution,Utah,1/1/2022,52426
Deposit Institution,Vermont,1/1/2022,1822
Deposit Institution,Virginia,1/1/2022,163488
Deposit Institution,Washington,1/1/2022,28609
Deposit Institution,West Virginia,1/1/2022,13314
Deposit Institution,Wisconsin,1/1/2022,18659
Deposit Institution,Wyoming,1/1/2022,1108
Housing-GSE,Alabama,1/1/2014,0
Housing-GSE,Alaska,1/1/2014,0
Housing-GSE,American Samoa,1/1/2014,0
Housing-GSE,Arizona,1/1/2014,0
Housing-GSE,Arkansas,1/1/2014,0
Housing-GSE,California,1/1/2014,0
Housing-GSE,Colorado,1/1/2014,0
Housing-GSE,Connecticut,1/1/2014,0
Housing-GSE,Delaware,1/1/2014,0
Housing-GSE,District of Columbia,1/1/2014,61
Housing-GSE,Federated States of Micronesia,1/1/2014,0
Housing-GSE,Florida,1/1/2014,0
Housing-GSE,Georgia,1/1/2014,2
Housing-GSE,Guam,1/1/2014,0
Housing-GSE,Hawaii,1/1/2014,0
Housing-GSE,Idaho,1/1/2014,0
Housing-GSE,Illinois,1/1/2014,0
Housing-GSE,Indiana,1/1/2014,1
Housing-GSE,Iowa,1/1/2014,1
Housing-GSE,Kansas,1/1/2014,1
Housing-GSE,Kentucky,1/1/2014,0
Housing-GSE,Louisiana,1/1/2014,0
Housing-GSE,Maine,1/1/2014,0
Housing-GSE,Marshall Islands,1/1/2014,0
Housing-GSE,Maryland,1/1/2014,0
Housing-GSE,Massachusetts,1/1/2014,1
Housing-GSE,Michigan,1/1/2014,0
Housing-GSE,Minnesota,1/1/2014,0
Housing-GSE,Mississippi,1/1/2014,0
Housing-GSE,Missouri,1/1/2014,0
Housing-GSE,Montana,1/1/2014,0
Housing-GSE,Nebraska,1/1/2014,0
Housing-GSE,Nevada,1/1/2014,0
Housing-GSE,New Hampshire,1/1/2014,0
Housing-GSE,New Jersey,1/1/2014,1
Housing-GSE,New Mexico,1/1/2014,0
Housing-GSE,New York,1/1/2014,0
Housing-GSE,North Carolina,1/1/2014,0
Housing-GSE,North Dakota,1/1/2014,0
Housing-GSE,Northern Mariana Islands,1/1/2014,0
Housing-GSE,Ohio,1/1/2014,0
Housing-GSE,Oklahoma,1/1/2014,0
Housing-GSE,Oregon,1/1/2014,0
Housing-GSE,Palau,1/1/2014,0
Housing-GSE,Pennsylvania,1/1/2014,0
Housing-GSE,Puerto Rico,1/1/2014,0
Housing-GSE,Rhode Island,1/1/2014,0
Housing-GSE,South Carolina,1/1/2014,0
Housing-GSE,South Dakota,1/1/2014,0
Housing-GSE,Tennessee,1/1/2014,0
Housing-GSE,Texas,1/1/2014,0
Housing-GSE,U.S. Virgin Islands,1/1/2014,0
Housing-GSE,Unknown/Blank,1/1/2014,1
Housing-GSE,Utah,1/1/2014,0
Housing-GSE,Vermont,1/1/2014,0
Housing-GSE,Virginia,1/1/2014,0
Housing-GSE,Washington,1/1/2014,0
Housing-GSE,West Virginia,1/1/2014,0
Housing-GSE,Wisconsin,1/1/2014,0
Housing-GSE,Wyoming,1/1/2014,0
Housing-GSE,Alabama,1/1/2015,0
Housing-GSE,Alaska,1/1/2015,0
Housing-GSE,American Samoa,1/1/2015,0
Housing-GSE,Arizona,1/1/2015,0
Housing-GSE,Arkansas,1/1/2015,0
Housing-GSE,California,1/1/2015,6
Housing-GSE,Colorado,1/1/2015,0
Housing-GSE,Connecticut,1/1/2015,0
Housing-GSE,Delaware,1/1/2015,0
Housing-GSE,District of Columbia,1/1/2015,260
Housing-GSE,Federated States of Micronesia,1/1/2015,0
Housing-GSE,Florida,1/1/2015,1
Housing-GSE,Georgia,1/1/2015,3
Housing-GSE,Guam,1/1/2015,0
Housing-GSE,Hawaii,1/1/2015,0
Housing-GSE,Idaho,1/1/2015,0
Housing-GSE,Illinois,1/1/2015,0
Housing-GSE,Indiana,1/1/2015,6
Housing-GSE,Iowa,1/1/2015,0
Housing-GSE,Kansas,1/1/2015,3
Housing-GSE,Kentucky,1/1/2015,0
Housing-GSE,Louisiana,1/1/2015,1
Housing-GSE,Maine,1/1/2015,0
Housing-GSE,Marshall Islands,1/1/2015,0
Housing-GSE,Maryland,1/1/2015,1
Housing-GSE,Massachusetts,1/1/2015,1
Housing-GSE,Michigan,1/1/2015,0
Housing-GSE,Minnesota,1/1/2015,0
Housing-GSE,Mississippi,1/1/2015,0
Housing-GSE,Missouri,1/1/2015,0
Housing-GSE,Montana,1/1/2015,0
Housing-GSE,Nebraska,1/1/2015,0
Housing-GSE,Nevada,1/1/2015,0
Housing-GSE,New Hampshire,1/1/2015,0
Housing-GSE,New Jersey,1/1/2015,0
Housing-GSE,New Mexico,1/1/2015,0
Housing-GSE,New York,1/1/2015,0
Housing-GSE,North Carolina,1/1/2015,0
Housing-GSE,North Dakota,1/1/2015,0
Housing-GSE,Northern Mariana Islands,1/1/2015,0
Housing-GSE,Ohio,1/1/2015,0
Housing-GSE,Oklahoma,1/1/2015,0
Housing-GSE,Oregon,1/1/2015,0
Housing-GSE,Palau,1/1/2015,0
Housing-GSE,Pennsylvania,1/1/2015,0
Housing-GSE,Puerto Rico,1/1/2015,0
Housing-GSE,Rhode Island,1/1/2015,0
Housing-GSE,South Carolina,1/1/2015,0
Housing-GSE,South Dakota,1/1/2015,0
Housing-GSE,Tennessee,1/1/2015,0
Housing-GSE,Texas,1/1/2015,60
Housing-GSE,U.S. Virgin Islands,1/1/2015,0
Housing-GSE,Unknown/Blank,1/1/2015,0
Housing-GSE,Utah,1/1/2015,0
Housing-GSE,Vermont,1/1/2015,0
Housing-GSE,Virginia,1/1/2015,14
Housing-GSE,Washington,1/1/2015,0
Housing-GSE,West Virginia,1/1/2015,0
Housing-GSE,Wisconsin,1/1/2015,0
Housing-GSE,Wyoming,1/1/2015,0
Housing-GSE,Alabama,1/1/2016,0
Housing-GSE,Alaska,1/1/2016,0
Housing-GSE,American Samoa,1/1/2016,0
Housing-GSE,Arizona,1/1/2016,0
Housing-GSE,Arkansas,1/1/2016,0
Housing-GSE,California,1/1/2016,2
Housing-GSE,Colorado,1/1/2016,0
Housing-GSE,Connecticut,1/1/2016,0
Housing-GSE,Delaware,1/1/2016,0
Housing-GSE,District of Columbia,1/1/2016,225
Housing-GSE,Federated States of Micronesia,1/1/2016,0
Housing-GSE,Florida,1/1/2016,0
Housing-GSE,Georgia,1/1/2016,7
Housing-GSE,Guam,1/1/2016,0
Housing-GSE,Hawaii,1/1/2016,0
Housing-GSE,Idaho,1/1/2016,0
Housing-GSE,Illinois,1/1/2016,0
Housing-GSE,Indiana,1/1/2016,0
Housing-GSE,Iowa,1/1/2016,3
Housing-GSE,Kansas,1/1/2016,3
Housing-GSE,Kentucky,1/1/2016,0
Housing-GSE,Louisiana,1/1/2016,0
Housing-GSE,Maine,1/1/2016,0
Housing-GSE,Marshall Islands,1/1/2016,0
Housing-GSE,Maryland,1/1/2016,0
Housing-GSE,Massachusetts,1/1/2016,2
Housing-GSE,Michigan,1/1/2016,0
Housing-GSE,Minnesota,1/1/2016,0
Housing-GSE,Mississippi,1/1/2016,0
Housing-GSE,Missouri,1/1/2016,0
Housing-GSE,Montana,1/1/2016,0
Housing-GSE,Nebraska,1/1/2016,0
Housing-GSE,Nevada,1/1/2016,0
Housing-GSE,New Hampshire,1/1/2016,0
Housing-GSE,New Jersey,1/1/2016,0
Housing-GSE,New Mexico,1/1/2016,0
Housing-GSE,New York,1/1/2016,0
Housing-GSE,North Carolina,1/1/2016,1
Housing-GSE,North Dakota,1/1/2016,0
Housing-GSE,Northern Mariana Islands,1/1/2016,0
Housing-GSE,Ohio,1/1/2016,0
Housing-GSE,Oklahoma,1/1/2016,0
Housing-GSE,Oregon,1/1/2016,0
Housing-GSE,Palau,1/1/2016,0
Housing-GSE,Pennsylvania,1/1/2016,0
Housing-GSE,Puerto Rico,1/1/2016,0
Housing-GSE,Rhode Island,1/1/2016,0
Housing-GSE,South Carolina,1/1/2016,0
Housing-GSE,South Dakota,1/1/2016,0
Housing-GSE,Tennessee,1/1/2016,0
Housing-GSE,Texas,1/1/2016,22
Housing-GSE,U.S. Virgin Islands,1/1/2016,0
Housing-GSE,Unknown/Blank,1/1/2016,0
Housing-GSE,Utah,1/1/2016,0
Housing-GSE,Vermont,1/1/2016,0
Housing-GSE,Virginia,1/1/2016,16
Housing-GSE,Washington,1/1/2016,0
Housing-GSE,West Virginia,1/1/2016,0
Housing-GSE,Wisconsin,1/1/2016,0
Housing-GSE,Wyoming,1/1/2016,0
Housing-GSE,Alabama,1/1/2017,0
Housing-GSE,Alaska,1/1/2017,0
Housing-GSE,American Samoa,1/1/2017,0
Housing-GSE,Arizona,1/1/2017,0
Housing-GSE,Arkansas,1/1/2017,0
Housing-GSE,California,1/1/2017,0
Housing-GSE,Colorado,1/1/2017,0
Housing-GSE,Connecticut,1/1/2017,0
Housing-GSE,Delaware,1/1/2017,0
Housing-GSE,District of Columbia,1/1/2017,413
Housing-GSE,Federated States of Micronesia,1/1/2017,0
Housing-GSE,Florida,1/1/2017,0
Housing-GSE,Georgia,1/1/2017,10
Housing-GSE,Guam,1/1/2017,0
Housing-GSE,Hawaii,1/1/2017,0
Housing-GSE,Idaho,1/1/2017,0
Housing-GSE,Illinois,1/1/2017,4
Housing-GSE,Indiana,1/1/2017,1
Housing-GSE,Iowa,1/1/2017,3
Housing-GSE,Kansas,1/1/2017,6
Housing-GSE,Kentucky,1/1/2017,0
Housing-GSE,Louisiana,1/1/2017,0
Housing-GSE,Maine,1/1/2017,0
Housing-GSE,Marshall Islands,1/1/2017,0
Housing-GSE,Maryland,1/1/2017,0
Housing-GSE,Massachusetts,1/1/2017,5
Housing-GSE,Michigan,1/1/2017,0
Housing-GSE,Minnesota,1/1/2017,0
Housing-GSE,Mississippi,1/1/2017,0
Housing-GSE,Missouri,1/1/2017,0
Housing-GSE,Montana,1/1/2017,0
Housing-GSE,Nebraska,1/1/2017,0
